reportingrailroadcode,reportingrailroadname,report_year,incidentnumber,accidentyear,accidentmonth,maintenancerailroadcode,maintenancerailroadname,maintenanceaccidentnumber,maintenanceaccidentyear,maintenanceaccidentmonth,day,date,time,accident_type_code,accidenttype,hazmatcars,hazmatcarsdamaged,hazmatreleasedcars,personsevacuated,divisioncode,division,station,milepost,statecode,stateabbr,statename,countycode,countyname,district,temperature,visibilitycode,visibility,weather_condition_code,weathercondition,track_type_code,tracktype,trackname,trackclass,train_direction_code,traindirection,equipment_type_code,equipmenttype,equipmentattended,trainnumber,trainspeed,recordedestimatedspeed,maximumspeed,grosstonnage,method_of_operation_code,firstcarinitials,firstcarnumber,firstcarposition,firstcarloaded,causingcarinitials,causingcarnumber,causingcarposition,causingcarloaded,passengerstransported,headendlocomotives,midtrainmanuallocomotives,midtrainremotelocomotives,rearendmanuallocomotives,rearendremotelocomotives,derailedheadendlocomotives,derailedmidtrainmanuallo,derailedmidtrainremotelo,derailedrearendmanualloc,derailedrearendremoteloc,loadedfreightcars,loadedpassengercars,emptyfreightcars,emptypassengercars,cabooses,derailedloadedfreightcars,derailedloadedpassengercars,derailedemptyfreightcars,derailedemptypassengercars,derailedcabooses,equipmentdamagecost,trackdamagecost,totaldamagecost,primaryaccidentcausecode,primaryaccidentcause,accidentcausecode,accidentcause,engineersonduty,conductorsonduty,brakemenonduty,hoursengineersonduty,minutesengineersonduty,hoursconductorsonduty,minutesconductorsonduty,railroademployeeskilled,railroademployeesinjured,passengerskilled,passengersinjured,otherskilled,othersinjured,personskilledforreportin,personsinjuredforreporti,totalpersonskilled,totalpersonsinjured,totalkilledform54,totalinjuredform54,narrative,jointtracktype,jointtrackclass,classcode,class,jointcd,incidentkey,reportkey,reporting_railroad_company_grouping,reporting_railroad_class,reporting_railroad_smt_grouping,reporting_parent_railroad_company_code,reporting_parent_railroad_company_name,reporting_railroad_holding_company,maintenance_railroad_company_grouping,maintenance_railroad_class,maintenance_railroad_smt_grouping,maintenance_parent_railroad_company_code,maintenance_parent_railroad_company_name,maintenance_railroad_holding_company,trackdensity,firemenonduty,gxid,contributingaccidentcausecode,contributingaccidentcause,subdivision,signalization_code,signalization,methodofoperation,adjunct_1,adjunctcode1,remote_control_locomotive_code,remotecontrollocomotive,specialstudy1,latitude,longitude,adjunct_2,adjunctcode2,positivealcoholtests,positivedrugtests,specialstudy2,adjunct_3,adjunctcode3,otherrailroadcode,otherrailroadname,otheraccidentnumber,accidentyearother,accidentmonthother,other_railroad_company_grouping,other_railroad_class,other_railroad_smt_grouping,other_parent_railroad_company_code,other_parent_railroad_company_name,other_railroad_holding_company
NYA,New York & Atlantic Railway Company,2015,091515,15,09,LI,Long Island Rail Road,EQ20150903,15,09,15,2015-09-15,1:10 PM,01,Derailment,0.0,0.0,0.0,0.0,,,HICKSVILLE,23.1,36,NY,NEW YORK,59,NASSAU,1,80.0,2,Day,1,Clear,1,Main,MAIN LINE 1,4,4,West,1,Freight Train,Yes,RS41,13,Recorded,13,1477.0,,FWTX,620057,17,Yes,FWTX,620057,17,Yes,No,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50000.0,0.0,250000.0,M405,Interaction of lateral/vertical forces (includes harmonic rock off),M405,Interaction of lateral/vertical forces (includes harmonic rock off),1,1,1,6,50,6,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WHILE TRAVELLING WESTBOUND OUT OF HICKSVILLE NORTHSIDE ON A DIVERGING MOVEMENT FROM OTHER MAIN TRACKTO MAIN TRACK, SECOND TO LAST CAR DERAILED DUE TO ROCK OFF, PULLING THE LAST CAR OFF THE TRACKS ANDONTO ITS SIDE. VISUAL CONFIRMATION OF ROCKING CONDITION BY WITNESS (LIRR ENGR VITALE). TRAIN SPEEDOF 13 MPH WITHIN RANGE OF SPEED FOR OPTIMAL HARMONIC OSCILLATION. BOTH THE SIDING AND THE MAIN ARE CONTINUOUS WELDED RAIL, ALTHOUGH A SLIGHT REVERSE SUPERELEVATION WAS FOUND IN THE CURVE BETWEEN THE LOW HOME SIGNAL AND THE SWITCH BY NYAR CHIEF ENGINEER CLARK AND NYA PRESIDENT VICTOR. BOTH DERAILED CARS WERE LOADED HIGH-SIDED, OPEN-TOPPED HOPPERS.
12/22/15 - PRIMARY CAUSE CODE RETAINED AS M405. LIRR USING M599: ""EQUIPMENT SUBJECT TO FORCES THAT INITIATED A LATERAL ROLL SUFFICIENT TO CAUSE WHEELLIFT AND LOSS OF THE NORMAL RELATIONSHIP WITH THE RUNNING RAIL"".
A COMBINATION OF RAIL EQUIPMENT CHARACTERISTICS (OPEN TOP GONDOLA WITH HIGH CENTER OF GRAVITY), TRACK GEOMETRY (NEGATIVE DEFLECTION OFNORTH RUNNING RAIL ENTERING A DIVERGING MOVEMENT, YET STILL IN COMPLIANCE WITH CFR 213) AND TRAIN HANDING (CONTRIBUTING CODE H699: SPEED [11- 14 MPH] IN EXCESS OF LIRR SI 1038-G [10 MPH]. TRAIN DID NOT RUN ITS LENGTH PRIOR TO INCREASING SPEED AFTER THE CAB SIGNAL INDICATOR CHANGED TO A MORE FAVORABLE INDICATION AS PER LIRR RULE 407) CREATED THE CONDITIONS THAT CAUSED A ROCK OFF EVENT.",Main,4,Cl,Cl,1,LIEQ20150903201509,NYA091515201509,Shortline,Class 3,SMT-2 - Shortline – East,NYA,New York & Atlantic Railway Company,Anacostia R,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,H699,"Speed, other (Provide detailed description in narrative)",SYSTEM,1,Signaled,Signal Indication,G,Interlocking,0,Not a remotely controlled operation,CWR,40.76068,-73.55553,L,Special Instructions,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,2015,EQ20150903,15,09,LI,Long Island Rail Road,EQ20150903,15,09,15,2015-09-15,1:10 PM,01,Derailment,0.0,0.0,0.0,0.0,,,HICKSVILLE,23.1,36,NY,NEW YORK,59,NASSAU,1,80.0,2,Day,1,Clear,1,Main,MAINLINE,4,4,West,,,,,0,,13,0.0,,,,0,,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,250000.0,M599,Other miscellaneous causes (Provide detailed description in narrative),M405,Interaction of lateral/vertical forces (includes harmonic rock off),,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NYAR RS41 WITH TWO LOCOMOTIVES AND 18 CARS DERAILED WHILE PULLING WEST OUT OF THE HICKSVILLE NORTH SIDE TRACK AT AN EXCESSIVE RATE OF SPEED. THE TRAIN CREW FAILED TO COMPLY WITH RESTRICTED SPEED NOT TO EXCEED 10 MILES PER HOUR AS MANDATED IN LIRR TIME TABLE SPECIAL INSTRUCTION 1038-G. AS A RESULT OFIMPROPER TRAIN HANDLING AND IN VIOLATION OF THE PRESCRIBED RULE, THE EQUIPMENT DID NOT RUN ITS FULLLENGTH PRIOR TO THE LOCOMOTIVE ENGINEER INCREASING SPEED WHICH SHOULD NOT HAVE OCCURRED UNTIL THE REAR CAR OF TRAIN WAS PHYSICALLY WEST OF THE POINT OF DERAILMENT.  EVENT RECORDER DATA FROM OPERATINGLOCOMOTIVE INDICATES SPEED OF TRAIN REACHED AND MAINTAINED AN EXCESSIVE SPEED OF 14 MPH FOR 15-SECONDS IMMEDIATELY PRIOR TO DERAILMENT INDICATING THAT THE TRAIN CREW FAILED TO TAKE CORRECTIVE ACTIONSTO REDUCE SPEED AS REQUIRED, RESULTING IN THE DERAILMENT.  ADDITIONALLY, IT WAS NOTED THAT THE TRAIN CREW DID NOT PERFORM THE REQUIRED BRAKE INSPECTIONS PRIOR TO THE DERAILMENT.  CONTRIBUTING WAS TRAIN MAKE UP WITH POTENTIALLY OVERLOADED CARS AT THE REAR OF THE TRAIN EXHIBITING FRA RUNNING GEAR DEFECTS THAT MAY HAVE EXACERBATED THE LATERAL ROLL FORCES GENERATED BY OVER SPEED OPERATION ON THE TURNOUT WITH UNLOADED CARS MID-CONSIST.",Main,4,No,No,2,LIEQ20150903201509,LIEQ20150903201509,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,,,H699,"Speed, other (Provide detailed description in narrative)",SYSTEM,1,Signaled,Signal Indication,G,Interlocking,,,CWR,40.76068,-73.55553,L,Special Instructions,,,,,,NYA,New York & Atlantic Railway Company,091515,15,09,Shortline,Class 3,SMT-2 - Shortline – East,NYA,New York & Atlantic Railway Company,Anacostia R
LI,Long Island Rail Road,2015,EQ20150701,15,07,LI,Long Island Rail Road,EQ20150701,15,07,03,2015-07-03,11:51 PM,01,Derailment,0.0,0.0,0.0,0.0,,,BABYLON,25.7,36,NY,NEW YORK,103,SUFFOLK,1,69.0,4,Dark,1,Clear,2,Yard,BABYLON YD TRACK 17,1,3,East,D,EMU,Yes,184,5,Recorded,5,0.0,,LI,007826,9,No,,,0,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,631000.0,13000.0,644000.0,M405,Interaction of lateral/vertical forces (includes harmonic rock off),M405,Interaction of lateral/vertical forces (includes harmonic rock off),1,1,0,9,20,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRAIN 184 PROCEEDED INTO 17 TRACK WHEN THE 9TH CAR DERAILED OVER THE 16/17 SWITCH.,Yard,1,No,No,1,LIEQ20150701201507,LIEQ20150701201507,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,SYSTEM,2,Not Signaled,Other Than Main Track,K,Restricted Speed or Equivalent,0,Not a remotely controlled operation,CWR,40.706048,-73.311668,L,Special Instructions,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,2020,73042,20,08,LI,Long Island Rail Road,73042,20,08,28,2020-08-28,1:20 AM,13,Other (describe in narrative),0.0,0.0,0.0,0.0,,,LONG BEACH,22.7,36,NY,NEW YORK,59,NASSAU,1,73.0,4,Dark,1,Clear,2,Yard,TRACK 01,4,4,West,D,EMU,Yes,ROUS,7,Recorded,7,0.0,,LI,007103,1,No,,,0,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18601.0,18601.0,H607,Failure to comply with restricted speed or its equivalent not in connection with a block or interloc,H607,Failure to comply with restricted speed or its equivalent not in connection with a block or interloc,1,1,1,1,20,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WHILE PERFORMING A YARD SWITCHING MOVE, ROUSTABOUT 2 CREW TRAILED THROUGH 41 SWITCH, LONG BEACH YARD.",Yard,4,No,No,1,LI73042202008,LI73042202008,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,,,,,LIRRLONGBEACH,2,Not Signaled,Other Than Main Track,K,Restricted Speed or Equivalent,0,Not a remotely controlled operation,CWR,40.593682,-73.663507,,,0,0,000-000-000,,,,,,,,,,,,,
LI,Long Island Rail Road,2010,EQ20100602,10,06,LI,Long Island Rail Road,EQ20100602,10,06,27,2010-06-27,10:19 PM,09,Obstruction,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,PORT WASHINGTON,,36,NY,NEW YORK,59,NASSAU,1,80.0,4,Dark,1,Clear,2,Yard,PW STATION 5,1,3,East,2,Passenger Train - Pulling,Yes,6486,0,,0,0.0,LM,LI,007560,1,Yes,,,0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,0.0,10500.0,M599,Other miscellaneous causes (Provide detailed description in narrative),M599,Other miscellaneous causes (Provide detailed description in narrative),1,1,,3,9,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRAIN EXPERIENCED SLIP/SLIDE COMING INTO STATION AND STRUCK BUMPER BLOCK.,Yard,1,No,No,1,LIEQ20100602201006,LIEQ20100602201006,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,,,,,,,,,,,0,Not a remotely controlled operation,,0.0,0.0,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,2010,EQ20100601,10,06,LI,Long Island Rail Road,EQ20100601,10,06,23,2010-06-23,10:16 PM,09,Obstruction,0.0,0.0,0.0,800.0,SYSTEM,SYSTEM,FLORAL PARK,16.2,36,NY,NEW YORK,59,NASSAU,1,83.0,4,Dark,1,Clear,1,Main,MAINLINE 2,4,3,East,2,Passenger Train - Pulling,Yes,1746,62,Estimated,62,0.0,D,LI,007374,1,Yes,,,0,,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,M404,"Object or equipment on or fouling track - other than above (for  vandalism, see code M503)",M404,"Object or equipment on or fouling track - other than above (for  vandalism, see code M503)",1,1,1,5,17,5,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRAIN STRUCK DEBRIS IN GAUGE OF RAIL WHICH CAUSED DAMAGE TO ALL CARS AND BROUGHT TRAIN TO A STOP RESULTING IN A TRAIN TO TRAIN EVACUATION.,Main,4,No,No,1,LIEQ20100601201006,LIEQ20100601201006,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,,,,,,,,,,,0,Not a remotely controlled operation,,0.0,0.0,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,2020,71838,20,03,LI,Long Island Rail Road,71838,20,03,12,2020-03-12,7:14 AM,10,Explosion-detonation,0.0,0.0,0.0,0.0,,,LINDENHURST,33.7,36,NY,NEW YORK,103,SUFFOLK,1,41.0,2,Day,2,Cloudy,1,Main,TRACK 01,4,4,West,D,EMU,Yes,LI 1,50,Recorded,50,0.0,,LI,007363,1,No,,,0,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,36082.0,0.0,36082.0,M509,Suicide (Other Miscellaneous),M509,Suicide (Other Miscellaneous),1,1,1,,35,,35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,"TRAIN 1015 FATALLY STRUCK AN ADULT MALE TRESPASSER WHEN HE JUMPED FROM THE PLATFORM INTO THE PATH OFTHE TRAIN. ON 03-01-2021, SMS DIRECTOR UPDATED BOX 38 TO INDICATE SUICIDE.",Main,4,No,No,1,LI71838202003,LI71838202003,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,9.2,,,,,LIRRMONTAUK,1,Signaled,Signal Indication,A,Auto Cab Signals,0,Not a remotely controlled operation,CWR,40.688446,-73.220827,D,Automatic Block Signals System,,,000-000-000,,,,,,,,,,,,,
LI,Long Island Rail Road,2016,EQ20161001,16,10,LI,Long Island Rail Road,EQ20161001,16,10,08,2016-10-08,9:00 PM,01,Derailment,0.0,0.0,0.0,0.0,,,NEW HYDE PARK,16.9,36,NY,NEW YORK,59,NASSAU,1,67.0,4,Dark,3,Rain,1,Main,MAINLINE 1,4,3,East,A,Spec. MoW Equip.,Yes,TC P,15,Recorded,50,0.0,,TCPT,000062,1,No,,,0,,No,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2200000.0,0.0,9665437.0,H702,Switch improperly lined,H702,Switch improperly lined,1,,,13,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,1.0,TRACK CAR PTS-62 WHILE PROCEEDING EAST ON MAINLINE TRACK 1 OPERATED OVER SWITCH 12 WA WHICH WAS LOCKED IN REVERSE FOR A DIVERGING MOVE. IT DERAILED FOULING APPROACHING TRAIN 7734 ON MAINLINE TRACK 2 AND SUBSEQUENTLY A RAKING COLLISION OCCURRED. OPERATOR'S TIME ON DUTY FOR 13 HOURS VERIFIED.,Main,4,No,No,1,LIEQ20161001201610,LIEQ20161001201610,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,9.2,,,H607,Failure to comply with restricted speed or its equivalent not in connection with a block or interloc,SYSTEM,1,Signaled,Signal Indication,G,Interlocking,0,Not a remotely controlled operation,OTH,40.733466,-73.669544,A,Auto Cab Signals,0,0,000-000-000,,,,,,,,,,,,,
LI,Long Island Rail Road,2010,EQ20101203,10,12,LI,Long Island Rail Road,EQ20101203,10,12,28,2010-12-28,12:25 PM,01,Derailment,0.0,0.0,0.0,0.0,SYSTEM,SYSTEM,OYSTER BAY,33,36,NY,NEW YORK,59,NASSAU,1,35.0,2,Day,1,Clear,2,Yard,OYSTER BAY#1,1,3,East,2,Passenger Train - Pulling,Yes,LI51,7,Estimated,7,0.0,LM,LI,000510,1,No,,,0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,215000.0,0.0,215000.0,M101,"Snow, ice, mud, gravel, coal, sand, etc. on track",M101,"Snow, ice, mud, gravel, coal, sand, etc. on track",1,1,0,6,35,6,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EXTRA 510 PROCEEDS EAST INTO OYSTER BAY YARD AND DERAILED OVER FIRST SWITCH INTO YARD DUE TO BUILD UP OF ICE AND SNOW AT HEEL BLOCK.,Yard,1,No,No,1,LIEQ20101203201012,LIEQ20101203201012,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,,,,,,,0,Not a remotely controlled operation,,0.0,0.0,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,2018,68966,18,12,LI,Long Island Rail Road,68966,18,12,31,2018-12-31,12:31 AM,01,Derailment,0.0,0.0,0.0,0.0,,,PORT WASHINGTON,18,36,NY,NEW YORK,59,NASSAU,1,34.0,4,Dark,2,Cloudy,2,Yard,TRACK 06,1,3,East,D,EMU,Yes,LI R,2,Recorded,2,0.0,,LI,007419,10,No,,,0,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,135549.0,13784.0,149333.0,M507,"Investigation complete, cause could not be determined (When using this code, the narrative must incl",M507,"Investigation complete, cause could not be determined (When using this code, the narrative must incl",1,1,1,,30,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ROUSTABOUT CREW REPORTED DERAILING WHILE MAKING A DRILL MOVE FROM THE SWITCHING LEAD TO NO. 6 TRACKIN PORT WASHINGTON YARD. THE B END (3L, 3R, 4L,4R) OF THE WEST CAR 7419 DERAILED. WHILE NO DEFINITIVE CAUSE WAS POSITIVELY IDENTIFIED FOR THIS DERAILMENT, IT FALLS WITHIN THE CATEGORY OF “LOW SPEED WHEEL CLIMB”. THERE ARE A NUMBER OF FACTORS THAT CAN CONTRIBUTE TO THIS, INCLUDING TRACK GEOMETRY, TRACK CONDITION, TRUCK CONDITION, WHEEL CONDITION, RAIL AND FLANGE COEFFICIENT OF FRICTION, TRAIN HANDLING, ETC. ALTHOUGH WITHIN FRA TRACK STANDARDS, THE CLASS OF TRACK FOR THE AREA IS MAINTAINED TO CLASS 1 CRITERIA. CONSEQUENTLY, WITH THE LOWER STANDARD OF TRACK, GREATER TOLERANCES TO ISSUES THAT MAYCONTRIBUTE TO SLOW SPEED DERAILMENTS ARE DEEMED ACCEPTABLE. NO ONE FACTOR IS IN GENERAL ENOUGH TO CAUSE THE WHEEL CLIMB. IN MANY INSTANCES, ALL THE PERTINENT MEASUREMENTS ARE WELL WITHIN APPLICABLE FRA SAFETY STANDARDS AND OFTEN WITHIN LIRR MAINTENANCE REQUIREMENTS AS WELL.",Yard,1,No,No,1,LI68966201812,LI68966201812,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,0,,,,,LIRRPORTWASHINGTON,2,Not Signaled,Other Than Main Track,K,Restricted Speed or Equivalent,0,Not a remotely controlled operation,OTH,40.827954,-73.687034,L,Special Instructions,,,000-000-000,,,,,,,,,,,,,
LI,Long Island Rail Road,2021,74509,21,04,LI,Long Island Rail Road,74509,21,04,24,2021-04-24,11:00 AM,05,Raking collision,0.0,0.0,0.0,0.0,,,ELMONT,13.3,36,NY,NEW YORK,59,NASSAU,1,66.0,2,Day,1,Clear,1,Main,TRACK 03,4,4,West,4,Work train,Yes,LI Y,1,Recorded,1,0.0,,LI,004212,1,Yes,,,0,,No,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140686.0,140686.0,M204,Improperly loaded car,M204,Improperly loaded car,1,1,1,9,,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WHILE REPOSITIONING THE EQUIPMENT, A TRACK PANEL LOADED ON THE EQUIPMENT CAME IN CONTACT WITH THE EAST END OF ELMONT PASSENGER STATION PLATFORM. RECEIPT OF UPDATED DAMAGES TRIGGERED INCIDENT REPORTABLE. ON 08-16-2021, SMS DIRECTOR UPDATED BOX 37 DUE TO > 10% INCREASE IN DAMAGES.",Main,4,No,No,1,LI74509202104,LI74509202104,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,9.2,,,,,LIRRMAINLINE,1,Signaled,Signal Indication,A,Auto Cab Signals,0,Not a remotely controlled operation,CWR,40.720466,-73.724633,G,Interlocking,,,000-000-000,,,,,,,,,,,,,
LI,Long Island Rail Road,2015,EQ20150306,15,03,LI,Long Island Rail Road,EQ20150306,15,03,16,2015-03-16,12:57 PM,01,Derailment,0.0,0.0,0.0,0.0,,,HUNTINGTON,34.8,36,NY,NEW YORK,103,SUFFOLK,1,45.0,2,Day,1,Clear,3,Siding,RUN AROUND TRACK,1,4,West,D,EMU,Yes,1622,5,Recorded,5,0.0,,LI,007483,1,No,,,0,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,75126.0,1000.0,76126.0,H605,Failure to comply with restricted speed in connection with the restrictive indication of a block or,H605,Failure to comply with restricted speed in connection with the restrictive indication of a block or,1,1,1,1,57,1,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRAIN #1622 DERAILED WHILE MAKING A REVERSE MOVE FROM HUNTINGTON STATION TO THE NORTH SIDE YARD. THETRAIN PROCEEDED ON THE RUN AROUND TRACK AND CAR &7483 RAN OVER THE DERAIL.,Siding,1,No,No,1,LIEQ20150306201503,LIEQ20150306201503,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,0,,,,SYSTEM,1,Signaled,Signal Indication,A,Auto Cab Signals,0,Not a remotely controlled operation,OTH,40.849009,-73.416492,L,Special Instructions,,,,,,,,,,,,,,,,
NYA,New York & Atlantic Railway Company,2009,010809,09,01,LI,Long Island Rail Road,EQ20090104,09,01,08,2009-01-08,9:09 AM,01,Derailment,0.0,0.0,0.0,0.0,LIRR M,LIRR MAINLINE,DEER PARK,38.9,36,NY,NEW YORK,103,SUFFOLK,1,35.0,2,Day,1,Clear,1,Main,PILGRIM DEF SIDING,1,4,West,6,Cut of cars,Yes,RS-6,12,Estimated,12,0.0,N,TLAX,092090,1,Yes,,,0,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,45000.0,0.0,313000.0,H021,Failure to apply hand brakes on car(s) (railroad employee),H018,Failure to properly secure hand brake on car(s) (railroad  employee),1,1,1,3,25,3,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CONDUCTOR FAILED TO APPLY HAND BRAKES AS 13 CARS WERE SET OFF AS PART OF A NON-MAINTRACK SWITCHING MOVEMENT.  THE CUT OF CARS THEN PASSED OVER A DERAIL AND THEN ENTERED MAIN TRACK NO. 1 OF THE LIRR EAST OF DEER PARK, NY.  A TOTAL OF 7 CARS PASSED OVER THE DERAIL, THE NEXT 4 CARS DERAILED.
THE DERAIL AT THE SITE FAILED TO DERAIL THE CARS.
CONTRIBUTING CAUSE T-399 HAS BEEN DROPPED AS PER FRA EMPLOYEE`S (MIKE OLIVA) REQUEST.",Siding,1,3,3,2,LIEQ20090104200901,NYA010809200901,Shortline,Class 3,SMT-2 - Shortline – East,NYA,New York & Atlantic Railway Company,Anacostia R,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,,,,,,,,,,,0,Not a remotely controlled operation,,0.0,0.0,,,0,0,,,,,,,,,,,,,,
