revisiondate,reportingagencytypecode,reportingagencytype,reasoncode,reasondescription,crossingid,crossingidsuffix,reportingagencycode,reportingagencyname,statecode,statename,countycode,countyname,innearcode,innear,citycode,cityname,citydescription,street,highwayname,separatetrack,sametrack,branchname,railroadmilepostnumber,linesegment,nearesttimetablestation,timetablestation,crossingtypecode,crossingtype,crossingpurposecode,crossingpurpose,crossingpositioncode,crossingposition,numberpassengertrainperday,developmenttypecode,developmenttype,totaldaylightthrutrains,totalnighttimethrutrains,totalswitchingtrains,maximumtimetablespeed,minimumspeedrangeovercrossing,maximumspeedrangeovercrossing,numberofmaintracks,traindetectionids,traindetectionid1,traindetection1,tracksignaled,signsorsignals,numbercrossbuckassemblies,numberstopsigns,advancewarnings,advancewarning1,advancewarningtext1,pavementmarkingids,pavementmarkingid1,pavementmarking,othermutcdsigns,countroadwaygatearms,countcantileveredstructu,countcantileveredstructu_1,countmastmountedflashinglight,countflashinglightpair,highwaytrafficsignal,numberofbells,countotherflashinglights,trafficlane,highwaypaved,trackrundownstreet,crossingsurfaceids,crossingsurfaceid1,crossingsurfacedescription1,highwaynear,smallestcrossinganglecode,smallestcrossingangle,highwaysystemcode,highwaysystem,roadatcrossingcode,roadatcrossing,roadatcrossingtypecode,roadatcrossingtype,crossingonstatehighwaysystem,annualaveragedailytrafficcount,estimatedpercenttrucks,schoolbusroute,schoolbusaveragecount,reporttype,crossingclosed,reportstatus,railroadcode,class,railroadcompanygrouping,smtgrouping,parentrailroadcompanycode,parentrailroadcompanyname,holdingcompany,intersectingroadwaydistance,numberofsidingtracks,latitude,longitude,privatecrossingsigns,annualaveragedailytrafficyear,pavementmarkingid2,pavementmarking2,railroadmilepostprefix,otherflashinglightstype,railroaddivision,whistlebancode,whistleban,latlongsourcecode,latlongsource,statecontacttelephonenumber,adjacentcrossing,enssigndisplayed,nearbyhighwaytrafficsignals,crossingilluminated,railroadsubdivision,highwaytrafficsignalinte,highwaytrafficsignalinte_1,highwaytrafficsignalpree,highwaytrafficsignalpreemption,sametrackrailroad1,exemptsigns,numberothermutcdsigns1,numberothermutcodesigns2,typeoftrainserviceids,typeoftrainserviceid1,typeoftrainservice1,separatetrackrailroad1,emergencytelephonenumber,railroadcontacttelephonenumber,lowgroundclearancesigns,channeldevicemediancode,channeldevicemedian,highwayspeedlimit,highwayspeedlimittypecode,highwayspeedlimittype,rrnarrative,stnarrative,gateconfigurationcode,gateconfiguration,othermutcdsignstype1,othermutcdsignstype2,adjacentcrossingnumber,publicaccess,othermutcdsignstypetext2,othercrossingsurface,numberofyardtracks,parentrailroadcode,crossingownercode,typeoftrainserviceid2,typeoftrainservice2,lessthanonepassengertrai,hsrcorridorid,totaltransittrains,movementsperdaycode,movementsperday,trainsperyear,numberoftransittracks,numberofindistrytracks,eventrecorder,remotehealthmonitoring,countpedestriangatearms,mastmountedflashingblacklight,mastmountedflashingsidelight,nontrainactivewarningcode,nontrainactivewarning,trafficlanetypecode,trafficlanetypedescription,trainsperweek,mastmountedflashinglight,mastmountedflashinglighttype,traindetectionid2,traindetection2,typeoftrainserviceid3,typeoftrainservice3,installationdateactivewa,traindetectionid3,traindetection3,numberyieldsigns,othermutcdsignstypetext1,highwaymonitoringdevicescode,highwaymonitoringdevices,emergencyservicesroute,countadvw10_1,numberlowgroundclearancesigns,highwaytrafficpresignals,cantileveredtypestructurecode,cantileveredtypestructure,advancewarning2,advancewarningtext2,countadvw10_2,countadvw10_11,storagedistance,countadvw10_3,waysidehorn,numberothermutcdsigns3,othermutcdsignstype3,othermutcdsignstypetext3,gateconftype,gateconfigurationtype,crossingsurfaceid2,crossingsurfacedescription2,crossingsurfaceid3,crossingsurfacedescription3,blocknumber,ledenhancedsigns,pavementmarkingid3,pavementmarking3
1970-01-03,2,State,14,Change in Data,338090N,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035810,SOUTHAMPTON,"SOUTHAMPTON City, SUFFOLK County, NEW YORK State",C.F. MUTTIT,,,,MONTAUK BR,0072.81,,WESTHAMPTON,179667,2,Private,1,Highway,1,At Grade,0.0,12,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9150510,-72.7242740,No,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338087F,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035810,SOUTHAMPTON,"SOUTHAMPTON City, SUFFOLK County, NEW YORK State",FRANCES BROTHERS,,,,MONTAUK BR,0071.09,,SPEONK,179666,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8284650,-72.6693570,No,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338304D,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,1,Near,360594600,OYSTER BAY,"OYSTER BAY City, NASSAU County, NEW YORK State",KENTUCK LANE,,,,OYSTER BAY BR,0030.57,,LOCUST VALLEY,179243,2,Private,1,Highway,1,At Grade,0.0,17,Recreational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8820806,-73.5716039,Yes,1970,,,,,ALBANY,0,No,1,Actual,5184857045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338283M,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035870,SOUTHOLD,"SOUTHOLD City, SUFFOLK County, NEW YORK State",SILL'S DAIRY,,,,LIRR MAINLINE,0093.00,,SOUTHOLD,179675,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,41.0912937,-72.3845387,No,1970,,,,,ALBANY,0,No,1,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338256R,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035870,SOUTHOLD,"SOUTHOLD City, SUFFOLK County, NEW YORK State",W.M. WICKHAM,,,,LIRR MAINLINE,0084.43,,MATTITUCK,179656,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,41.0126512,-72.5103236,No,1970,,,,,ALBANY,0,No,1,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338266W,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035870,SOUTHOLD,"SOUTHOLD City, SUFFOLK County, NEW YORK State",ISIDOR KURPAKI,,,,LIRR MAINLINE,0086.92,,CUTCHOGUE,179646,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,41.0732800,-72.4126210,No,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338231V,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035210,RIVERHEAD,"RIVERHEAD City, SUFFOLK County, NEW YORK State",BRABONI & GANESKI,,,,LIRR MAINLINE,0079.52,,JAMESPORT,179653,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9567433,-72.5676639,No,1970,,,,,ALBANY,0,No,1,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338228M,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035210,RIVERHEAD,"RIVERHEAD City, SUFFOLK County, NEW YORK State",STALESKI,,,,LIRR MAINLINE,0078.99,,JAMESPORT,179653,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9339070,-72.6289440,No,1970,,,,,ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338220H,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035210,RIVERHEAD,"RIVERHEAD City, SUFFOLK County, NEW YORK State",MRS. HUCHINSON,,,,LIRR MAINLINE,0077.07,,,179641,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9019280,-72.7564240,No,1970,,,,,ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338216T,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035210,RIVERHEAD,"RIVERHEAD City, SUFFOLK County, NEW YORK State",JOSEPH P. CELIE,,,,LIRR MAINLINE,0076.07,,RIVERHEAD,179663,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9367019,-72.6235074,No,1970,,,,,ALBANY,0,No,1,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338084K,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361030705,BROOKHAVEN,"BROOKHAVEN City, SUFFOLK County, NEW YORK State",RAYNORS RD.,,,,MONTAUK BR,0069.85,,SPEONK,179666,2,Private,1,Highway,1,At Grade,0.0,12,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8235050,-72.7214740,No,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338077A,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361030705,BROOKHAVEN,"BROOKHAVEN City, SUFFOLK County, NEW YORK State",H. LEUTHARDT RD,,,,MONTAUK BR,0066.74,,,179615,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8732220,-72.8125080,No,1970,,,,,ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338417J,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,0,In,360592285,GLEN HEAD,"GLEN HEAD City, NASSAU County, NEW YORK State",,,,,OYSTER BAY BR,0025.30,,GLEN HEAD,179229,,,2,"Pathway,Ped.",1,At Grade,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.7546840,-73.5797580,,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338420S,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,0,In,360593470,MALVERNE,"MALVERNE City, NASSAU County, NEW YORK State",,,,,WEST HEMPSTEAD,0017.70,,MALVERNE,179147,,,2,"Pathway,Ped.",1,At Grade,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.6745258,-73.6672270,,1970,,,,,ALBANY,0,No,1,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338276C,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035870,SOUTHOLD,"SOUTHOLD City, SUFFOLK County, NEW YORK State",CONRAD SLEDJESKI,,,,LIRR MAINLINE,0090.94,,SOUTHOLD,179675,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,41.0690420,-72.4219590,No,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338275V,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035870,SOUTHOLD,"SOUTHOLD City, SUFFOLK County, NEW YORK State",JOSEPH BLADIS E,,,,LIRR MAINLINE,0090.89,,SOUTHOLD,179675,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,41.0466080,-72.4619520,No,1970,,,,,ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338251G,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035870,SOUTHOLD,"SOUTHOLD City, SUFFOLK County, NEW YORK State",RUTHOWSKI,,,,LIRR MAINLINE,0083.66,,MATTITUCK,179656,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9912490,-72.5367970,No,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338242H,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035870,SOUTHOLD,"SOUTHOLD City, SUFFOLK County, NEW YORK State",KOLOSKI,,,,LIRR MAINLINE,0080.91,,,179654,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9409940,-72.6128460,No,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338226Y,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035210,RIVERHEAD,"RIVERHEAD City, SUFFOLK County, NEW YORK State",VALICK,,,,LIRR MAINLINE,0078.63,,JAMESPORT,179653,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9296110,-72.6368030,No,1970,,,,,ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338218G,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035210,RIVERHEAD,"RIVERHEAD City, SUFFOLK County, NEW YORK State",C.J. VOSS & SONS,,,,LIRR MAINLINE,0076.44,,,179641,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9398990,-72.6176978,No,1970,,,,,ALBANY,0,No,1,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338121K,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035810,SOUTHAMPTON,"SOUTHAMPTON City, SUFFOLK County, NEW YORK State",TOPPINGS PATH,,,,MONTAUK BR,0095.79,,BRIDGEHAMPTON,179681,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.9493100,-72.2823030,No,1970,,,,,ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338117V,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035810,SOUTHAMPTON,"SOUTHAMPTON City, SUFFOLK County, NEW YORK State",MRS. J. BROWN,,,,MONTAUK BR,0092.74,,BRIDGEHAMPTON,179681,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,41.0786400,-72.4009090,No,1970,,,,,ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338067U,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361030705,BROOKHAVEN,"BROOKHAVEN City, SUFFOLK County, NEW YORK State",STEALAWAY,,,,MONTAUK BR,0059.82,,,179623,2,Private,1,Highway,1,At Grade,0.0,14,Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.8249020,-72.9180220,No,1970,,,,,ALBANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338399N,LI,NY,NEW YORK,36,NEW YORK,36059,NASSAU,0,In,360592240,GARDEN CITY,"GARDEN CITY City, NASSAU County, NEW YORK State",SELFRIDGE RD NCC,,,,HEMPSTEAD BR,0020.80,,BETHPAGE,179215,2,Private,1,Highway,1,At Grade,0.0,17,Recreational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,40.7329290,-73.5971530,No,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338280S,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035870,SOUTHOLD,"SOUTHOLD City, SUFFOLK County, NEW YORK State",J. POLIWODA,,,,LIRR MAINLINE,0091.83,,SOUTHOLD,179675,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,41.0790950,-72.3997576,No,1970,,,,,ALBANY,0,No,1,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-03,2,State,14,Change in Data,338267D,LI,NY,NEW YORK,36,NEW YORK,36103,SUFFOLK,1,Near,361035870,SOUTHOLD,"SOUTHOLD City, SUFFOLK County, NEW YORK State",BAUER BROTHERS,,,,LIRR MAINLINE,0087.31,,CUTCHOGUE,179646,2,Private,1,Highway,1,At Grade,0.0,16,Farm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,0,None,,,,No,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,,,,,,,,,,,,,,,,,,,No,0.0,Major,No,Expired,LI,Class 3,Not Applicable,,NY,NEW YORK,Not Assigned,,,41.0311130,-72.4843600,No,1970,,,,,ALBANY,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
